teacher_id,first_name,last_name,email,phone,gender,age,department_id,department,designation,qualification,experience,salary,joining_year,status,address,created_at
T00119,Amy,Martinez,teacher119@edupredict.com,03948976403,Female,31,DEP013,Electrical Engineering,Assistant Professor,MS Data Science,31,256931.0,2026.0,Active,"8646 Stone Forest Suite 108, Williamsshire, WA 31602",2026-08-08 12:38:45.323
T00120,Sean,Dixon,teacher120@edupredict.com,03981471552,Male,50,DEP009,Finance,Professor,PhD Information Technology,13,260482.0,2020.0,Active,"0185 James Mews Apt. 850, Alyssaton, NE 75777",2026-08-08 12:38:45.324
T00121,Veronica,Sosa,teacher121@edupredict.com,03980314219,Female,49,DEP015,Civil Engineering,Professor,BS Computer Science,32,263999.0,2022.0,Inactive,"807 Emily Manor Suite 769, Amyberg, AS 62057",2026-08-08 12:38:45.325
T00122,Mary,Armstrong,teacher122@edupredict.com,03536961998,Female,54,DEP008,Accounting,Assistant Professor,MS Software Engineering,19,106321.0,2024.0,Active,"31217 Ryan Forge, Fosterton, IN 68910",2026-08-08 12:38:45.325
T00123,Vincent,Reyes,teacher123@edupredict.com,03668000466,Female,41,DEP003,Information Technology,Professor,PhD Information Technology,1,230998.0,2014.0,Active,"638 Jeffery Street, North Randy, IL 06405",2026-08-08 12:38:45.326
T00124,Amy,Ruiz,teacher124@edupredict.com,03118704946,Female,28,DEP007,Business Administration,Professor,MS Data Science,11,246977.0,2025.0,Inactive,"0424 Paul Greens, East Timothy, CA 15525",2026-08-08 12:38:45.327
T00125,Daniel,Becker,teacher125@edupredict.com,03507713707,Female,54,DEP015,Civil Engineering,Associate Professor,PhD Information Technology,2,227009.0,2014.0,Active,"3089 John Center Suite 740, Farmerborough, LA 62912",2026-08-08 12:38:45.328
T00126,Jacqueline,Reyes,teacher126@edupredict.com,03586584674,Female,41,DEP008,Accounting,Associate Professor,MPhil Computer Science,31,77310.0,2010.0,Active,"64142 Catherine Squares Suite 154, New Scottfurt, SC 84212",2026-08-08 12:38:45.329
T00127,Donald,Davis,teacher127@edupredict.com,03411534332,Male,28,DEP020,Biology,Professor,PhD Information Technology,29,273034.0,2015.0,Active,"705 Williams Terrace Apt. 195, South Michaelport, PR 88499",2026-08-08 12:38:45.329
T00128,Lisa,Davis,teacher128@edupredict.com,03502337224,Female,37,DEP019,Chemistry,Associate Professor,PhD Artificial Intelligence,7,125622.0,2022.0,Active,"625 Amy Crossroad Suite 798, Jacquelineport, NE 48220",2026-08-08 12:38:45.330
T00129,Adam,Mclaughlin,teacher129@edupredict.com,03784066845,Male,49,DEP004,Artificial Intelligence,Associate Professor,BS Computer Science,11,121002.0,2023.0,Inactive,"68776 Henderson Summit Suite 788, Maddenbury, RI 06642",2026-08-08 12:38:45.331
T00130,Traci,Stevenson,teacher130@edupredict.com,03929633331,Female,35,DEP014,Mechanical Engineering,Associate Professor,BS Computer Science,15,216655.0,2022.0,Active,"6830 Smith Via Apt. 169, Huntmouth, VA 45286",2026-08-08 12:38:45.332
T00131,Catherine,Price,teacher131@edupredict.com,03903473454,Male,48,DEP017,Mathematics,Professor,BS Computer Science,24,205210.0,2010.0,Active,"49798 Brenda Roads, Floresbury, MA 37480",2026-08-08 12:38:45.332
T00132,Ashley,Thomas,teacher132@edupredict.com,03375787899,Female,57,DEP006,Cyber Security,Assistant Professor,PhD Computer Science,33,341358.0,2014.0,Active,"04981 Jeffrey Mountains, West Monicaport, HI 65506",2026-08-08 12:38:45.333
T00133,Terri,Garrison,teacher133@edupredict.com,03650740979,Female,25,DEP011,Marketing,Associate Professor,PhD Information Technology,34,309239.0,2025.0,Active,"93788 Ariana Garden, Isaiahshire, KY 11126",2026-08-08 12:38:45.334
T00134,Allison,Lewis,teacher134@edupredict.com,03854413269,Male,40,DEP010,Economics,Lecturer,PhD Computer Science,26,211851.0,2018.0,Active,"22066 Wendy Manors, Powellville, HI 55866",2026-08-08 12:38:45.334
T00135,Michelle,Richardson,teacher135@edupredict.com,03188198791,Female,55,DEP003,Information Technology,Assistant Professor,MS Computer Science,17,201988.0,2020.0,Active,"2218 Christina Trail Suite 865, Brandibury, MN 32922",2026-08-08 12:38:45.335
T00136,Alex,Diaz,teacher136@edupredict.com,03902586673,Male,46,DEP002,Software Engineering,Assistant Professor,PhD Information Technology,29,75011.0,2023.0,Active,"2582 Williams Falls Apt. 129, Davidmouth, ID 01516",2026-08-08 12:38:45.950
T00137,Jason,Hodges,teacher137@edupredict.com,03503463528,Female,26,DEP017,Mathematics,Associate Professor,BS Computer Science,33,195477.0,2014.0,Active,"9435 Jackson Forest Suite 978, Smithborough, AZ 97414",2026-08-08 12:38:45.951
T00138,Sarah,Chambers,teacher138@edupredict.com,03896667605,Male,34,DEP010,Economics,Professor,PhD Information Technology,33,170032.0,2019.0,Inactive,"031 Zachary Via Suite 082, East Sarah, GA 23604",2026-08-08 12:38:45.953
T00139,Gary,Green,teacher139@edupredict.com,03292399522,Female,44,DEP017,Mathematics,Professor,PhD Computer Science,19,93440.0,2018.0,Active,"13819 Edwin Tunnel, Port Richardton, MP 98684",2026-08-08 12:38:45.954
T00140,Kimberly,Dixon,teacher140@edupredict.com,03121504208,Male,25,DEP020,Biology,Lecturer,BS Computer Science,1,256141.0,2014.0,Active,"Unit 1546 Box 1817, DPO AA 68214",2026-08-08 12:38:45.954
T00141,Deborah,Whitaker,teacher141@edupredict.com,03373009811,Female,52,DEP007,Business Administration,Lecturer,BS Computer Science,9,191399.0,2017.0,Active,"7072 Taylor Orchard, Alexburgh, CO 25684",2026-08-08 12:38:45.955
T00142,Christopher,Morgan,teacher142@edupredict.com,03147571919,Female,47,DEP014,Mechanical Engineering,Professor,MPhil Computer Science,6,168218.0,2020.0,Active,"3308 Candice Crossroad, Teresaland, SC 93682",2026-08-08 12:38:45.956
T00143,Sabrina,Williams,teacher143@edupredict.com,03481227058,Male,46,DEP007,Business Administration,Associate Professor,MS Data Science,6,271172.0,2014.0,Active,"4229 Cole Crossroad Apt. 811, Port Charlesmouth, OR 39918",2026-08-08 12:38:45.957
T00144,Lauren,Barrett,teacher144@edupredict.com,03145731265,Male,51,DEP017,Mathematics,Assistant Professor,MS Computer Science,11,153794.0,2014.0,Active,"3608 Kimberly Vista, North Christinemouth, AK 24981",2026-08-08 12:38:45.957
T00145,Jessica,Rivera,teacher145@edupredict.com,03139414486,Male,26,DEP002,Software Engineering,Professor,BS Computer Science,12,121642.0,2012.0,Active,"3631 Joe Village, Robertsland, PA 27498",2026-08-08 12:38:45.958
T00146,Chelsea,Stuart,teacher146@edupredict.com,03856001582,Male,54,DEP009,Finance,Professor,MPhil Computer Science,25,70775.0,2023.0,Active,"2723 Baxter Crescent, Amandaburgh, MD 38003",2026-08-08 12:38:45.959
T00147,Pamela,Stuart,teacher147@edupredict.com,03359038794,Female,25,DEP015,Civil Engineering,Associate Professor,MS Data Science,25,135968.0,2016.0,Active,"2476 Cannon Lane, New Matthew, ND 31367",2026-08-08 12:38:45.959
T00148,Teresa,Cooper,teacher148@edupredict.com,03888872955,Male,34,DEP001,Computer Science,Associate Professor,MS Software Engineering,5,164156.0,2013.0,Active,"07257 Edwards Manors Apt. 193, North Brentburgh, KY 41099",2026-08-08 12:38:45.964
T00149,Ryan,Floyd,teacher149@edupredict.com,03685897301,Female,43,DEP012,Management,Lecturer,MS Data Science,19,108476.0,2025.0,Inactive,"782 Eileen Trace, Zacharyhaven, VA 98668",2026-08-08 12:38:45.964
T00150,Justin,Lane,teacher150@edupredict.com,03457080523,Male,38,DEP004,Artificial Intelligence,Professor,MPhil Computer Science,6,134410.0,2011.0,Active,"246 Eric Shore, East Mary, LA 06521",2026-08-08 12:38:45.965
T00151,Joseph,Myers,teacher151@edupredict.com,03721284514,Male,45,DEP015,Civil Engineering,Professor,MPhil Computer Science,24,328120.0,2022.0,Active,"611 Lindsey Greens, South Valerie, WV 19005",2026-08-08 12:38:45.966
T00152,Michael,Brown,teacher152@edupredict.com,03633694987,Female,36,DEP005,Data Science,Associate Professor,MS Computer Science,16,294915.0,2013.0,Active,"4607 Allen Cape, Edwardsside, ID 82163",2026-08-08 12:38:45.966
T00153,Alexis,Bowen,teacher153@edupredict.com,03929704911,Male,35,DEP019,Chemistry,Professor,PhD Computer Science,4,116460.0,2015.0,Active,"05144 Garcia Islands, North Betty, NC 46020",2026-08-08 12:38:45.968
T00154,Linda,Moore,teacher154@edupredict.com,03509607845,Female,27,DEP018,Physics,Lecturer,MS Data Science,5,236426.0,2018.0,Active,"56162 Belinda Spurs, East Karina, VT 06878",2026-08-08 12:38:45.969
T00155,Alan,Diaz,teacher155@edupredict.com,03903974398,Female,30,DEP010,Economics,Professor,MS Software Engineering,1,206204.0,2021.0,Active,"4853 Daniel Cliffs Suite 559, East Lucaschester, IL 92614",2026-08-08 12:38:45.970
T00156,David,Allen,teacher156@edupredict.com,03191557222,Male,31,DEP018,Physics,Lecturer,PhD Information Technology,3,168715.0,2021.0,Active,"57328 Wolf Parks Apt. 911, Austinmouth, NH 23110",2026-08-08 12:38:45.970
T00157,Stephanie,Russell,teacher157@edupredict.com,03765784727,Male,28,DEP012,Management,Assistant Professor,MS Data Science,24,322023.0,2016.0,Active,"05946 Tyler Trail, Jordanbury, AL 51155",2026-08-08 12:38:45.971
T00158,Michael,Smith,teacher158@edupredict.com,03239057266,Male,45,DEP016,Architecture,Professor,PhD Artificial Intelligence,9,266507.0,2014.0,Inactive,"039 Montes Overpass Apt. 704, West Ryanbury, TX 28170",2026-08-08 12:38:45.972
T00159,Christopher,Harper,teacher159@edupredict.com,03160704274,Female,31,DEP020,Biology,Lecturer,BS Computer Science,6,283020.0,2021.0,Active,"991 Melinda Land Suite 944, Fosterburgh, IL 27109",2026-08-08 12:38:45.972
T00160,Sherri,Solomon,teacher160@edupredict.com,03717153544,Female,54,DEP019,Chemistry,Professor,BS Computer Science,31,327579.0,2011.0,Active,"967 Duncan Light Suite 340, New Sharon, IL 21641",2026-08-08 12:38:45.973
T00161,Mark,Snow,teacher161@edupredict.com,03817889658,Male,30,DEP017,Mathematics,Professor,MPhil Computer Science,34,338962.0,2014.0,Inactive,"2147 Marilyn Haven, East Emilyburgh, MI 97111",2026-08-08 12:38:45.974
T00162,Danielle,Salinas,teacher162@edupredict.com,03639679320,Male,54,DEP020,Biology,Professor,PhD Information Technology,15,200824.0,2016.0,Active,"65288 Reynolds Overpass, Port Nicholasborough, PR 66832",2026-08-08 12:38:45.975
T00163,Tammy,Dickson,teacher163@edupredict.com,03125476752,Male,54,DEP003,Information Technology,Lecturer,PhD Information Technology,22,87956.0,2025.0,Active,"6256 Nash Ports Suite 795, Jackieborough, MO 89706",2026-08-08 12:38:45.975
T00164,Ryan,Pennington,teacher164@edupredict.com,03757287479,Female,32,DEP005,Data Science,Assistant Professor,PhD Information Technology,10,213796.0,2010.0,Active,"PSC 1003, Box 0114, APO AE 70154",2026-08-08 12:38:45.976
T00165,Emma,Nelson,teacher165@edupredict.com,03820225972,Male,47,DEP001,Computer Science,Lecturer,MS Software Engineering,34,247716.0,2013.0,Active,"988 Dylan Parkway, Port Eric, PR 93317",2026-08-08 12:38:45.976
T00166,Jennifer,Collins,teacher166@edupredict.com,03339907403,Female,31,DEP006,Cyber Security,Assistant Professor,MPhil Computer Science,33,143608.0,2020.0,Active,"591 Erika Motorway Suite 215, West Susan, CT 30549",2026-08-08 12:38:45.979
T00167,Desiree,Evans,teacher167@edupredict.com,03445116621,Female,50,DEP013,Electrical Engineering,Professor,MS Data Science,2,281403.0,2025.0,Active,"8983 Scott Court Suite 120, North Desireeberg, TX 27883",2026-08-08 12:38:45.981
T00168,Sandra,White,teacher168@edupredict.com,03633537911,Female,37,DEP010,Economics,Assistant Professor,MPhil Computer Science,10,228709.0,2016.0,Active,"88919 Munoz Hill Apt. 416, Sandovalstad, UT 19672",2026-08-08 12:38:45.981
T00169,Anthony,Taylor,teacher169@edupredict.com,03729628631,Male,43,DEP006,Cyber Security,Lecturer,BS Computer Science,2,250896.0,2013.0,Active,"1186 Harrison Valleys, New Jennifer, LA 26539",2026-08-08 12:38:45.982
T00170,Dustin,Bennett,teacher170@edupredict.com,03909425099,Male,34,DEP015,Civil Engineering,Lecturer,PhD Computer Science,32,227392.0,2010.0,Inactive,"USNV Ellison, FPO AA 41493",2026-08-08 12:38:45.983
T00171,Cody,Powers,teacher171@edupredict.com,03463835486,Female,36,DEP014,Mechanical Engineering,Associate Professor,MPhil Computer Science,28,260938.0,2023.0,Inactive,"6069 Lauren Springs, Sherryhaven, VT 31380",2026-08-08 12:38:45.983
T00172,Emily,Meyers,teacher172@edupredict.com,03435721504,Female,25,DEP018,Physics,Associate Professor,BS Computer Science,16,221427.0,2025.0,Inactive,"920 Natalie Knolls, Townsendstad, NY 17739",2026-08-08 12:38:45.984
T00173,Kevin,Watson,teacher173@edupredict.com,03694713841,Female,36,DEP020,Biology,Assistant Professor,MPhil Computer Science,33,199247.0,2019.0,Active,"Unit 3308 Box 0937, DPO AE 06974",2026-08-08 12:38:45.984
T00174,Lisa,Sanchez,teacher174@edupredict.com,03137190114,Male,36,DEP014,Mechanical Engineering,Associate Professor,MS Computer Science,11,176708.0,2022.0,Active,"456 Cummings Rapid, Brandonshire, SD 42563",2026-08-08 12:38:45.985
T00175,Gerald,Lee,teacher175@edupredict.com,03565891161,Female,29,DEP007,Business Administration,Lecturer,MS Computer Science,9,292733.0,2015.0,Active,"3668 Richard River Suite 916, Newmanport, GA 47479",2026-08-08 12:38:45.986
T00176,Anne,Kline,teacher176@edupredict.com,03581624156,Female,54,DEP002,Software Engineering,Lecturer,MS Software Engineering,18,262564.0,2019.0,Inactive,"07625 Gray Ranch, Valdezhaven, MI 19509",2026-08-08 12:38:45.986
T00177,Aaron,Hampton,teacher177@edupredict.com,03354031553,Female,40,DEP007,Business Administration,Lecturer,PhD Information Technology,6,144839.0,2017.0,Inactive,"6979 Anthony Roads Apt. 903, West Patricia, MH 83275",2026-08-08 12:38:45.987
T00178,Justin,Wolf,teacher178@edupredict.com,03701528902,Female,29,DEP009,Finance,Assistant Professor,MS Software Engineering,20,110129.0,2026.0,Active,"324 Lynn Fork, Washingtontown, LA 23093",2026-08-08 12:38:45.988
T00179,Michael,Moore,teacher179@edupredict.com,03838945645,Male,39,DEP020,Biology,Professor,MS Data Science,7,321539.0,2022.0,Active,"56282 Miguel Lodge, Mckinneyberg, NE 67424",2026-08-08 12:38:45.989
T00180,Lawrence,Bell,teacher180@edupredict.com,03708374038,Male,37,DEP012,Management,Lecturer,MS Software Engineering,10,101050.0,2013.0,Active,"4116 Tyler Dam Suite 395, Navarrobury, IN 31809",2026-08-08 12:38:45.989
T00181,Lauren,Wade,teacher181@edupredict.com,03147185329,Male,41,DEP011,Marketing,Associate Professor,MS Data Science,33,120728.0,2013.0,Active,"54861 Pena Grove, Fullerberg, HI 71967",2026-08-08 12:38:45.990
T00182,Stephen,Smith,teacher182@edupredict.com,03885588432,Male,37,DEP015,Civil Engineering,Professor,MS Data Science,18,225596.0,2019.0,Active,"30508 Freeman Prairie, West Jeffrey, VI 38129",2026-08-08 12:38:51.811
T00183,Brad,Valenzuela,teacher183@edupredict.com,03815081282,Female,51,DEP015,Civil Engineering,Associate Professor,MS Data Science,13,190105.0,2018.0,Active,"666 Rojas Station Apt. 137, West Ronaldshire, GA 98065",2026-08-08 12:38:51.812
T00184,Vernon,Wilson,teacher184@edupredict.com,03210396801,Male,38,DEP016,Architecture,Lecturer,MS Computer Science,12,341125.0,2020.0,Active,"566 Lisa Corner, Lopezville, NM 88468",2026-08-08 12:38:51.813
T00185,Laura,Cole,teacher185@edupredict.com,03870069117,Female,35,DEP018,Physics,Professor,MS Software Engineering,9,143208.0,2018.0,Active,"2490 Burns Crest Apt. 639, Port Nancy, IA 04053",2026-08-08 12:38:51.813
T00186,Leroy,Jacobs,teacher186@edupredict.com,03165291586,Female,60,DEP008,Accounting,Assistant Professor,MPhil Computer Science,16,189204.0,2016.0,Active,"920 Ray Islands, Lisamouth, MH 55406",2026-08-08 12:38:51.814
T00187,Kim,Burgess,teacher187@edupredict.com,03407768548,Male,26,DEP001,Computer Science,Associate Professor,BS Computer Science,19,232236.0,2021.0,Active,"2816 Brittany Isle, Paulshire, ID 55753",2026-08-08 12:38:51.815
T00188,Joy,Russell,teacher188@edupredict.com,03774177451,Male,46,DEP007,Business Administration,Lecturer,MS Software Engineering,27,208172.0,2021.0,Active,"0143 Beth Park Suite 362, Port Susanborough, AZ 14178",2026-08-08 12:38:51.815
T00189,Kelsey,Gregory,teacher189@edupredict.com,03674171514,Female,32,DEP016,Architecture,Lecturer,PhD Computer Science,34,110203.0,2010.0,Active,"8519 Thompson Parkway Suite 623, Smithshire, CA 76643",2026-08-08 12:38:51.816
T00190,Tiffany,Munoz,teacher190@edupredict.com,03553145404,Male,42,DEP006,Cyber Security,Lecturer,MS Computer Science,5,165876.0,2026.0,Active,"99195 Garcia Prairie Suite 983, Masonfort, IN 81392",2026-08-08 12:38:51.817
T00191,Tina,Haney,teacher191@edupredict.com,03920125687,Female,57,DEP008,Accounting,Associate Professor,BS Computer Science,18,86033.0,2019.0,Active,"6378 Young Prairie Suite 393, Gordonside, CO 29368",2026-08-08 12:38:51.818
T00192,Jesse,Hutchinson,teacher192@edupredict.com,03390315828,Female,54,DEP012,Management,Lecturer,MS Computer Science,12,256616.0,2015.0,Active,"6029 Guerra Terrace, Lake Nicholas, CT 76051",2026-08-08 12:38:51.818
T00193,Elizabeth,Carson,teacher193@edupredict.com,03650161581,Male,31,DEP010,Economics,Associate Professor,PhD Computer Science,16,332446.0,2020.0,Active,"33000 Compton Park Apt. 857, Taylorchester, NM 97810",2026-08-08 12:38:51.819
T00194,James,Ford,teacher194@edupredict.com,03757200107,Male,38,DEP002,Software Engineering,Professor,PhD Artificial Intelligence,23,148326.0,2026.0,Active,"888 Evans Road, Coreyborough, UT 05809",2026-08-08 12:38:51.820
T00195,Michael,Martin,teacher195@edupredict.com,03846219278,Male,51,DEP011,Marketing,Lecturer,PhD Artificial Intelligence,21,171200.0,2016.0,Active,"99185 Smith Flats Suite 632, Hensleyfort, ID 85294",2026-08-08 12:38:51.821
T00196,Anthony,Gaines,teacher196@edupredict.com,03208679869,Female,42,DEP015,Civil Engineering,Assistant Professor,BS Computer Science,24,322696.0,2022.0,Active,"Unit 1531 Box 4589, DPO AA 93943",2026-08-08 12:38:51.821
T00197,Mark,Smith,teacher197@edupredict.com,03555358392,Male,34,DEP007,Business Administration,Professor,PhD Computer Science,4,126712.0,2012.0,Active,"22656 Nelson Spurs, Lewiston, MS 58302",2026-08-08 12:38:51.822
T00198,Mary,Parker,teacher198@edupredict.com,03869274506,Male,28,DEP019,Chemistry,Associate Professor,MPhil Computer Science,4,298510.0,2020.0,Active,"249 Heather Lakes, Cowanberg, RI 95079",2026-08-08 12:38:51.823
T00199,David,Allen,teacher199@edupredict.com,03572957923,Female,48,DEP005,Data Science,Professor,MS Software Engineering,27,232406.0,2026.0,Active,"1275 Simmons Lights, Jacquelinehaven, WI 08742",2026-08-08 12:38:51.824
T00200,Ryan,Mcintyre,teacher200@edupredict.com,03228433412,Male,57,DEP014,Mechanical Engineering,Professor,BS Computer Science,30,194406.0,2024.0,Active,"0716 Kelly Pine Apt. 723, West Jeremy, PA 80921",2026-08-08 12:38:51.824
T00201,Kurt,Harris,teacher201@edupredict.com,03752807800,Female,52,DEP020,Biology,Lecturer,MS Computer Science,24,333063.0,2011.0,Active,"121 Benton Ranch, New Jamietown, LA 61525",2026-08-08 12:38:51.825
T00202,Kevin,Mcdonald,teacher202@edupredict.com,03118194003,Female,28,DEP014,Mechanical Engineering,Associate Professor,BS Computer Science,28,106017.0,2014.0,Active,"PSC 0868, Box 3589, APO AE 17394",2026-08-08 12:38:51.826
T00203,Susan,Bryan,teacher203@edupredict.com,03877424947,Male,56,DEP020,Biology,Lecturer,MS Data Science,17,305316.0,2023.0,Active,"55215 Angela Path, Allisonview, AS 24888",2026-08-08 12:38:51.826
T00204,Nicholas,Owens,teacher204@edupredict.com,03339058816,Male,55,DEP018,Physics,Assistant Professor,MS Software Engineering,8,80373.0,2017.0,Active,"9717 Harris Corners Apt. 323, New Jonathanhaven, AR 94353",2026-08-08 12:38:51.827
T00205,Jeremy,Franco,teacher205@edupredict.com,03211796410,Female,37,DEP006,Cyber Security,Professor,PhD Computer Science,25,276972.0,2014.0,Active,"44693 Beltran Turnpike Apt. 183, South Corey, TN 96761",2026-08-08 12:38:51.828
T00206,Christopher,Alexander,teacher206@edupredict.com,03637920544,Male,49,DEP017,Mathematics,Associate Professor,MS Software Engineering,8,286413.0,2016.0,Inactive,"902 Rebecca Points Apt. 371, Lake Jacob, FL 85819",2026-08-08 12:38:51.828
T00207,Ronald,Hale,teacher207@edupredict.com,03334866755,Male,25,DEP007,Business Administration,Professor,MPhil Computer Science,14,93619.0,2025.0,Active,"USNS Mann, FPO AA 83027",2026-08-08 12:38:51.829
T00208,Sophia,Jackson,teacher208@edupredict.com,03818583849,Male,42,DEP008,Accounting,Lecturer,MS Software Engineering,12,212841.0,2010.0,Active,"USNV White, FPO AP 22442",2026-08-08 12:38:51.829
T00209,Adrienne,Ward,teacher209@edupredict.com,03825894962,Male,34,DEP009,Finance,Professor,MS Computer Science,8,129272.0,2016.0,Active,"84674 Newman Cliffs Apt. 741, East Timothy, UT 75691",2026-08-08 12:38:51.830
T00210,Steven,Brown,teacher210@edupredict.com,03574829505,Male,25,DEP013,Electrical Engineering,Assistant Professor,PhD Computer Science,35,96924.0,2026.0,Active,"33739 Sean Wall Apt. 933, Edwardsland, CT 63883",2026-08-08 12:38:51.831
T00211,Vanessa,Williams,teacher211@edupredict.com,03428147109,Male,50,DEP015,Civil Engineering,Assistant Professor,MS Software Engineering,31,214059.0,2022.0,Active,"690 Wilson Ranch Suite 205, New Sarahland, AS 94375",2026-08-08 12:38:51.832
T00212,David,Doyle,teacher212@edupredict.com,03409460552,Male,50,DEP002,Software Engineering,Associate Professor,MS Computer Science,19,150811.0,2013.0,Active,"1168 Ramsey Estate Suite 797, Cartertown, VA 68943",2026-08-08 12:38:51.832
T00213,Christopher,Fields,teacher213@edupredict.com,03841177388,Male,45,DEP013,Electrical Engineering,Associate Professor,BS Computer Science,33,301700.0,2022.0,Active,"01602 Hannah Course, Brandtstad, FM 83062",2026-08-08 12:38:51.833
T00214,Steven,Brown,teacher214@edupredict.com,03724610434,Male,38,DEP005,Data Science,Associate Professor,MS Data Science,31,100536.0,2021.0,Active,"20421 Fleming Gateway, Thorntonbury, LA 90544",2026-08-08 12:38:51.834
T00215,Tara,Watson,teacher215@edupredict.com,03907007165,Male,30,DEP012,Management,Associate Professor,BS Computer Science,28,256569.0,2019.0,Active,"62694 Jason Walk, Larsenview, OH 79063",2026-08-08 12:38:51.835
T00216,Sydney,Hamilton,teacher216@edupredict.com,03203261727,Female,37,DEP018,Physics,Professor,MS Software Engineering,33,266655.0,2014.0,Active,"Unit 0275 Box 8227, DPO AE 70450",2026-08-08 12:38:51.835
T00217,Jonathan,Blair,teacher217@edupredict.com,03687615927,Male,59,DEP008,Accounting,Professor,PhD Information Technology,21,224810.0,2023.0,Active,"728 Aguilar Valleys Apt. 237, Whiteheadbury, MP 50894",2026-08-08 12:38:51.836
T00218,Ebony,Campbell,teacher218@edupredict.com,03891769628,Female,40,DEP011,Marketing,Associate Professor,PhD Computer Science,27,302409.0,2024.0,Inactive,"506 Bruce Flats Apt. 122, Melissahaven, PW 84985",2026-08-08 12:38:51.837
T00219,Evan,Murphy,teacher219@edupredict.com,03463014054,Female,59,DEP014,Mechanical Engineering,Professor,PhD Information Technology,34,303172.0,2017.0,Active,"Unit 0552 Box 4750, DPO AA 60486",2026-08-08 12:38:51.837
T00220,Jeremy,Bentley,teacher220@edupredict.com,03894012643,Female,59,DEP003,Information Technology,Associate Professor,MS Data Science,28,346166.0,2017.0,Active,"08055 Alicia Field Apt. 479, Brownport, KY 45380",2026-08-08 12:38:51.838
T00221,Ashley,Davis,teacher221@edupredict.com,03406045487,Male,30,DEP018,Physics,Lecturer,MS Computer Science,25,312738.0,2026.0,Inactive,"498 Christopher Pines Apt. 489, Donaldside, PW 57042",2026-08-08 12:38:51.839
T00222,Brenda,Lopez,teacher222@edupredict.com,03750816896,Female,37,DEP011,Marketing,Lecturer,BS Computer Science,6,209031.0,2024.0,Active,"1813 Park Alley, Blakeburgh, MS 18718",2026-08-08 12:38:51.839
T00223,Sharon,Smith,teacher223@edupredict.com,03729096410,Female,45,DEP002,Software Engineering,Associate Professor,PhD Computer Science,22,217916.0,2023.0,Active,"92189 Jasmin Key, Robinsonhaven, OR 63985",2026-08-08 12:38:51.840
T00224,Deborah,Smith,teacher224@edupredict.com,03944029465,Male,28,DEP010,Economics,Lecturer,MS Software Engineering,34,117235.0,2016.0,Active,"457 Jensen Village Apt. 154, Donnaview, CO 77994",2026-08-08 12:38:51.841
T00225,Dawn,Oconnell,teacher225@edupredict.com,03190619134,Female,40,DEP016,Architecture,Associate Professor,MPhil Computer Science,32,165595.0,2025.0,Active,"7169 Gilbert Ways, Mitchellborough, WV 50683",2026-08-08 12:38:51.842
T00226,Garrett,Elliott,teacher226@edupredict.com,03856391746,Male,56,DEP008,Accounting,Lecturer,MPhil Computer Science,16,216745.0,2015.0,Active,"5483 Johnson Circles Suite 852, Gregborough, CA 25541",2026-08-08 12:38:51.842
T00227,James,Villa,teacher227@edupredict.com,03401430286,Male,58,DEP019,Chemistry,Professor,PhD Computer Science,19,99934.0,2012.0,Active,"1164 Samuel Crossroad, Rushtown, KY 98160",2026-08-08 12:38:51.843
T00228,Tim,Bell,teacher228@edupredict.com,03115336163,Female,49,DEP005,Data Science,Assistant Professor,MS Data Science,30,281002.0,2017.0,Active,"7618 Ball Ways, Perkinsborough, MA 79142",2026-08-08 12:38:52.476
T00229,John,Smith,teacher229@edupredict.com,03553551521,Male,48,DEP006,Cyber Security,Assistant Professor,MS Software Engineering,31,149582.0,2014.0,Active,"89231 Angel Summit, Andreamouth, VT 11755",2026-08-08 12:38:52.477
T00230,Shawna,Collins,teacher230@edupredict.com,03316572836,Female,60,DEP018,Physics,Professor,PhD Artificial Intelligence,21,135891.0,2017.0,Active,"Unit 8591 Box 7546, DPO AP 74070",2026-08-08 12:38:52.477
T00231,Charles,Hart,teacher231@edupredict.com,03701005422,Female,40,DEP001,Computer Science,Professor,PhD Information Technology,12,263604.0,2014.0,Active,"38492 Heather Gateway Apt. 977, Natashaborough, DC 68063",2026-08-08 12:38:52.478
T00232,Mary,Fisher,teacher232@edupredict.com,03293037125,Male,29,DEP012,Management,Assistant Professor,PhD Artificial Intelligence,9,185060.0,2024.0,Active,"5002 Collins Drives Suite 538, Port Rogerport, MD 76073",2026-08-08 12:38:52.479
T00233,Sylvia,Bond,teacher233@edupredict.com,03411537913,Female,46,DEP007,Business Administration,Associate Professor,PhD Computer Science,24,97926.0,2015.0,Active,"020 Bautista Mission Apt. 518, North Matthew, PR 20251",2026-08-08 12:38:52.480
T00234,Brian,Miller,teacher234@edupredict.com,03831822358,Female,60,DEP016,Architecture,Professor,BS Computer Science,13,177119.0,2011.0,Active,"39377 Wesley Viaduct, Austinfurt, OK 13702",2026-08-08 12:38:52.480
T00235,Denise,Little,teacher235@edupredict.com,03821848367,Female,35,DEP012,Management,Associate Professor,BS Computer Science,13,122980.0,2015.0,Active,"3246 Amanda Fields Suite 342, Robertton, NJ 69768",2026-08-08 12:38:52.481
T00236,Stephanie,Murphy,teacher236@edupredict.com,03111736628,Male,39,DEP010,Economics,Assistant Professor,MPhil Computer Science,12,157638.0,2018.0,Active,"904 Kristopher Extensions, East Leslieland, RI 13837",2026-08-08 12:38:52.482
