student_id,first_name,last_name,email,phone,gender,age,department_id,department,teacher_id,semester,cgpa,attendance,status,address,admission_year,created_at
S000523,Robert,Ingram,student523@edupredict.com,03516051558,Male,23,DEP004,Artificial Intelligence,T00300,1,2.81,70.0,Active,"3065 Lindsay Viaduct Apt. 001, Jonesmouth, SC 76780",2024.0,2026-08-08 12:39:29.840
S000524,Tyler,Townsend,student524@edupredict.com,03819711683,Male,28,DEP014,Mechanical Engineering,T00130,5,2.96,64.0,Active,"802 Joy Parks Apt. 071, Lamton, AS 35907",2024.0,2026-08-08 12:39:29.840
S000525,Hunter,Clark,student525@edupredict.com,03677806935,Female,22,DEP012,Management,T00215,1,2.07,74.0,Active,"41335 Ferguson Common Suite 114, Lake Jesseville, NM 72722",2024.0,2026-08-08 12:39:29.842
S000526,Nancy,Lewis,student526@edupredict.com,03995426738,Female,26,DEP015,Civil Engineering,T00252,4,3.34,95.0,Active,"8536 Jasmine Camp Apt. 687, Portermouth, WV 73370",2022.0,2026-08-08 12:39:29.842
S000527,Kimberly,Orr,student527@edupredict.com,03416746709,Female,24,DEP005,Data Science,T00115,4,3.79,81.0,Inactive,"89299 Casey Estate Apt. 409, Lake Robert, AS 05385",2024.0,2026-08-08 12:39:29.844
S000528,Heather,Garza,student528@edupredict.com,03560141365,Male,25,DEP001,Computer Science,T00231,3,2.31,73.0,Active,"09344 Cory Cliff, Nelsonfort, NH 86013",2022.0,2026-08-08 12:39:29.844
S000529,Mackenzie,Maldonado,student529@edupredict.com,03696436267,Male,26,DEP017,Mathematics,T00077,3,2.77,93.0,Inactive,"6049 James Key, Coryfort, WV 23518",2025.0,2026-08-08 12:39:29.845
S000530,Amy,Norris,student530@edupredict.com,03450002518,Female,23,DEP008,Accounting,T00126,6,2.02,66.0,Active,"8165 Jensen Burgs, New Karen, OR 72872",2025.0,2026-08-08 12:39:29.846
S000531,Richard,Todd,student531@edupredict.com,03656627276,Female,20,DEP001,Computer Science,T00098,7,3.18,59.0,Active,"PSC 7895, Box 5117, APO AP 82941",2026.0,2026-08-08 12:39:29.846
S000532,Anthony,Singh,student532@edupredict.com,03784497982,Male,22,DEP009,Finance,T00037,7,3.57,86.0,Active,"86510 Proctor Estates Apt. 733, Blackville, MA 31170",2025.0,2026-08-08 12:39:29.847
S000533,Olivia,Gomez,student533@edupredict.com,03889204762,Female,26,DEP011,Marketing,T00222,6,3.07,96.0,Active,"0163 Teresa Fords Apt. 286, New Harry, VA 43924",2024.0,2026-08-08 12:39:29.848
S000534,Jeffrey,Palmer,student534@edupredict.com,03884166230,Male,23,DEP008,Accounting,T00286,8,2.1,93.0,Active,"226 Melissa Dale Suite 039, Nicolebury, MD 56815",2025.0,2026-08-08 12:39:29.848
S000535,Lindsay,Williams,student535@edupredict.com,03431166497,Male,18,DEP001,Computer Science,T00187,2,2.4,61.0,Active,"6423 Summers Creek, Mathewsmouth, VT 08242",2022.0,2026-08-08 12:39:29.849
S000536,Nicole,Cohen,student536@edupredict.com,03782958054,Female,27,DEP010,Economics,T00236,1,3.09,84.0,Active,"97544 David Glens, West Joshuafort, MN 42033",2021.0,2026-08-08 12:39:29.850
S000537,Charles,Walters,student537@edupredict.com,03154182123,Male,26,DEP008,Accounting,T00002,1,3.08,58.0,Active,"81342 Trevor Rapid, Williamsburgh, MA 24901",2025.0,2026-08-08 12:39:29.851
S000538,Louis,Watts,student538@edupredict.com,03123628785,Female,22,DEP011,Marketing,T00181,6,3.51,59.0,Active,"8677 Tanya Viaduct, Paulchester, VT 80682",2023.0,2026-08-08 12:39:29.851
S000539,Mary,Norman,student539@edupredict.com,03525525985,Male,18,DEP018,Physics,T00221,2,3.13,51.0,Active,"839 Scott Orchard Suite 796, Victoriastad, SC 18798",2023.0,2026-08-08 12:39:29.852
S000540,Joseph,Snow,student540@edupredict.com,03450211912,Female,21,DEP014,Mechanical Engineering,T00171,1,2.36,90.0,Active,"70479 David Pike, Nicholasview, MT 15623",2022.0,2026-08-08 12:39:30.273
S000541,Dylan,Lucero,student541@edupredict.com,03143254955,Female,18,DEP014,Mechanical Engineering,T00200,8,3.99,81.0,Active,"83781 Joel Tunnel, South Edward, IL 03354",2026.0,2026-08-08 12:39:30.274
S000542,Keith,Lynch,student542@edupredict.com,03944455385,Male,26,DEP001,Computer Science,T00231,5,3.76,96.0,Active,"6051 Ashley Mountains, Gordonhaven, DC 46560",2022.0,2026-08-08 12:39:30.274
S000543,Amanda,Contreras,student543@edupredict.com,03550249498,Male,21,DEP008,Accounting,T00186,6,2.4,61.0,Active,"USNS Garcia, FPO AE 30585",2022.0,2026-08-08 12:39:30.275
S000544,Carol,Walker,student544@edupredict.com,03401148247,Male,27,DEP020,Biology,T00173,6,3.21,73.0,Active,"PSC 3428, Box 7780, APO AE 99000",2026.0,2026-08-08 12:39:30.276
S000545,Elizabeth,Anderson,student545@edupredict.com,03767061497,Male,26,DEP001,Computer Science,T00187,6,2.89,51.0,Active,"6888 Hernandez Drives Apt. 516, West Christopher, NE 31521",2022.0,2026-08-08 12:39:30.278
S000546,Crystal,Gallagher,student546@edupredict.com,03390431687,Female,24,DEP012,Management,T00215,1,2.45,77.0,Active,"199 Carrie Shore, Nataliefort, IN 58004",2022.0,2026-08-08 12:39:30.279
S000547,Christine,Brown,student547@edupredict.com,03814466575,Male,28,DEP014,Mechanical Engineering,T00238,5,2.76,89.0,Active,"USCGC Castillo, FPO AE 75613",2026.0,2026-08-08 12:39:30.279
S000548,Michael,Gordon,student548@edupredict.com,03793898055,Male,18,DEP020,Biology,T00127,6,2.1,53.0,Active,"PSC 0109, Box 9500, APO AE 69475",2024.0,2026-08-08 12:39:30.280
S000549,Bradley,Williamson,student549@edupredict.com,03266025506,Male,23,DEP018,Physics,T00172,8,2.7,50.0,Active,"2138 Beth Forges, Carterport, NE 65862",2023.0,2026-08-08 12:39:30.280
S000550,Amber,Carpenter,student550@edupredict.com,03716136246,Female,19,DEP004,Artificial Intelligence,T00290,4,3.79,97.0,Inactive,"8485 Erin Stream, Port Cynthialand, CO 94249",2026.0,2026-08-08 12:39:30.281
S000551,Sharon,Rivera,student551@edupredict.com,03410450753,Female,18,DEP009,Finance,T00021,7,2.84,65.0,Active,"8056 Michaela Curve, New Janetshire, AS 92325",2024.0,2026-08-08 12:39:30.282
S000552,Stephanie,Ramsey,student552@edupredict.com,03146518778,Male,23,DEP019,Chemistry,T00160,6,2.16,60.0,Active,"6352 Johnston Club Apt. 683, Port Meghanmouth, ND 83697",2024.0,2026-08-08 12:39:30.282
S000553,Amanda,Washington,student553@edupredict.com,03890326452,Female,21,DEP006,Cyber Security,T00229,6,2.98,66.0,Active,"4772 Jay Rapid, Port Kimberly, AS 22264",2022.0,2026-08-08 12:39:30.283
S000554,James,Davis,student554@edupredict.com,03575038502,Male,21,DEP014,Mechanical Engineering,T00171,8,2.37,93.0,Active,"10336 Kara Village, Lake Dawnburgh, ME 20887",2025.0,2026-08-08 12:39:30.284
S000555,Stephanie,Forbes,student555@edupredict.com,03790850847,Male,27,DEP020,Biology,T00267,5,3.12,66.0,Active,"0968 Bishop Harbors, Lambertstad, ME 31693",2023.0,2026-08-08 12:39:30.285
S000556,Mary,Brown,student556@edupredict.com,03803995821,Male,22,DEP018,Physics,T00230,2,3.6,94.0,Active,"312 Chen Field, South Michelle, GA 13582",2021.0,2026-08-08 12:39:30.285
S000557,Elizabeth,Hunt,student557@edupredict.com,03970458298,Male,19,DEP007,Business Administration,T00233,4,3.29,67.0,Active,"26125 Todd Alley Suite 946, New Levihaven, DE 35504",2023.0,2026-08-08 12:39:30.286
S000558,Alex,Wyatt,student558@edupredict.com,03775188601,Male,19,DEP019,Chemistry,T00005,4,2.19,76.0,Active,"PSC 5398, Box 6678, APO AP 74257",2022.0,2026-08-08 12:39:30.286
S000559,Mary,Guerrero,student559@edupredict.com,03214263304,Male,27,DEP006,Cyber Security,T00276,7,2.54,85.0,Active,"30825 Thomas Lane Apt. 555, Sanchezstad, CO 29540",2022.0,2026-08-08 12:39:30.287
S000560,Kelly,Lane,student560@edupredict.com,03473545971,Female,18,DEP008,Accounting,T00286,6,3.56,94.0,Active,"39895 Greene Hills Suite 151, North Robert, CO 69841",2025.0,2026-08-08 12:39:30.288
S000561,Kari,Bruce,student561@edupredict.com,03956074368,Female,28,DEP001,Computer Science,T00148,4,3.27,90.0,Active,"799 Mitchell Knoll, Lake Jose, MT 27374",2026.0,2026-08-08 12:39:30.289
S000562,Patricia,Knapp,student562@edupredict.com,03808465189,Female,21,DEP015,Civil Engineering,T00183,3,3.61,63.0,Active,"960 Tonya Drive, East Miaborough, WI 11085",2023.0,2026-08-08 12:39:30.290
S000563,Adrian,Johnson,student563@edupredict.com,03562642314,Female,19,DEP019,Chemistry,T00227,6,2.01,87.0,Inactive,"76480 Dana Wall, West Alexandramouth, KY 69672",2021.0,2026-08-08 12:39:30.290
S000564,Barbara,Smith,student564@edupredict.com,03201895115,Female,23,DEP015,Civil Engineering,T00252,2,3.49,54.0,Active,"34344 Kenneth Burgs, Lake Robertview, CT 14360",2023.0,2026-08-08 12:39:30.292
S000565,Philip,Wilson,student565@edupredict.com,03590981354,Female,19,DEP003,Information Technology,T00099,6,3.58,61.0,Active,"52961 Linda Curve Apt. 464, Port Danielle, ME 11002",2023.0,2026-08-08 12:39:30.293
S000566,Maria,Wood,student566@edupredict.com,03963181905,Male,19,DEP011,Marketing,T00011,6,2.83,57.0,Active,"Unit 0921 Box 1849, DPO AE 67663",2025.0,2026-08-08 12:39:30.293
S000567,Henry,Anderson,student567@edupredict.com,03536677757,Male,23,DEP013,Electrical Engineering,T00119,3,3.33,61.0,Active,"34587 Kayla Bypass, Harrismouth, SC 02579",2025.0,2026-08-08 12:39:30.294
S000568,Richard,White,student568@edupredict.com,03324589811,Male,23,DEP012,Management,T00056,1,3.97,60.0,Active,"24272 Ruiz Hill, Lake Rebecca, WY 43261",2025.0,2026-08-08 12:39:30.295
S000569,Priscilla,Williams,student569@edupredict.com,03923591938,Female,28,DEP017,Mathematics,T00054,2,3.83,74.0,Active,"Unit 5544 Box 0069, DPO AA 67814",2024.0,2026-08-08 12:39:30.295
S000570,Carmen,Green,student570@edupredict.com,03740648106,Female,18,DEP012,Management,T00149,2,2.51,58.0,Active,"021 Jones Ports Apt. 366, Walkertown, PR 10635",2023.0,2026-08-08 12:39:30.296
S000571,Ann,Baker,student571@edupredict.com,03658721178,Male,22,DEP005,Data Science,T00095,6,2.24,60.0,Active,"26270 Williams Forest, Marymouth, DE 11309",2025.0,2026-08-08 12:39:30.298
S000572,Tanner,Barnes,student572@edupredict.com,03276705242,Female,21,DEP002,Software Engineering,T00176,4,3.91,100.0,Active,"PSC 7231, Box 4122, APO AA 58554",2021.0,2026-08-08 12:39:30.298
S000573,Douglas,Brown,student573@edupredict.com,03288227924,Male,19,DEP010,Economics,T00271,3,3.76,72.0,Active,"PSC 1848, Box 9264, APO AA 79377",2022.0,2026-08-08 12:39:30.298
S000574,Jon,Reid,student574@edupredict.com,03292478640,Male,26,DEP017,Mathematics,T00048,8,2.68,54.0,Active,"25369 Melanie Streets Suite 911, Wilsonshire, NM 65663",2021.0,2026-08-08 12:39:30.299
S000575,Kelly,Cline,student575@edupredict.com,03281961903,Male,21,DEP019,Chemistry,T00297,3,3.66,86.0,Active,"47463 Dustin Harbor, Port Leslieburgh, OH 81673",2023.0,2026-08-08 12:39:30.300
S000576,Philip,Hill,student576@edupredict.com,03462549764,Female,26,DEP020,Biology,T00173,5,2.09,82.0,Active,"341 Johnson Walk, Lake Cherylfort, NC 96545",2023.0,2026-08-08 12:39:30.300
S000577,Devin,Stevenson,student577@edupredict.com,03985254281,Female,18,DEP018,Physics,T00251,5,2.36,82.0,Active,"PSC 2332, Box 4420, APO AP 52819",2023.0,2026-08-08 12:39:30.301
S000578,Pamela,Henderson,student578@edupredict.com,03854915638,Female,18,DEP001,Computer Science,T00148,4,2.16,80.0,Active,"USCGC Hunter, FPO AA 11996",2026.0,2026-08-08 12:39:30.301
S000579,Christina,Jacobson,student579@edupredict.com,03247255483,Male,25,DEP009,Finance,T00146,4,2.08,53.0,Active,"97364 Tiffany Trace, New Danafurt, PA 41286",2021.0,2026-08-08 12:39:30.302
S000580,Benjamin,Walker,student580@edupredict.com,03336751363,Female,22,DEP014,Mechanical Engineering,T00257,3,2.27,79.0,Active,"9961 Larry Squares Suite 404, Hernandezside, MN 93923",2021.0,2026-08-08 12:39:30.303
S000581,Steve,Brown,student581@edupredict.com,03346009370,Female,23,DEP005,Data Science,T00294,8,2.59,84.0,Active,"76066 Hensley Loaf, New Angelaberg, PA 51693",2022.0,2026-08-08 12:39:30.304
S000582,Richard,Vega,student582@edupredict.com,03256784804,Female,20,DEP003,Information Technology,T00012,5,2.61,85.0,Active,"89503 Smith Shoal, Port Ryan, DC 10477",2024.0,2026-08-08 12:39:30.304
S000583,Sherri,Williams,student583@edupredict.com,03108814248,Female,27,DEP010,Economics,T00071,6,2.15,92.0,Inactive,"9910 Charles Mission Apt. 268, East Williamfurt, AR 12914",2021.0,2026-08-08 12:39:30.305
S000584,Gregg,Morrison,student584@edupredict.com,03852087799,Male,18,DEP009,Finance,T00037,4,3.09,67.0,Active,"26518 Carrillo Port Apt. 166, West Alexander, GU 72618",2025.0,2026-08-08 12:39:30.306
S000585,Kyle,Walker,student585@edupredict.com,03184885787,Female,22,DEP004,Artificial Intelligence,T00237,6,2.29,78.0,Active,"277 Jay Island, Andrewhaven, NM 62441",2023.0,2026-08-08 12:39:30.306
S000586,Valerie,Vega,student586@edupredict.com,03763368097,Female,26,DEP016,Architecture,T00189,3,3.75,66.0,Active,"USNS Hill, FPO AA 92162",2024.0,2026-08-08 12:39:30.307
S000587,Amanda,Bailey,student587@edupredict.com,03458100809,Female,24,DEP020,Biology,T00112,7,3.98,89.0,Active,"USCGC Barnes, FPO AP 99249",2023.0,2026-08-08 12:39:30.308
S000588,Grant,Montgomery,student588@edupredict.com,03993078457,Male,20,DEP019,Chemistry,T00040,7,2.67,54.0,Active,"507 Kimberly Terrace Suite 545, Lake Debra, HI 96704",2023.0,2026-08-08 12:39:30.308
S000589,Sheila,Nelson,student589@edupredict.com,03473704162,Female,19,DEP004,Artificial Intelligence,T00237,2,3.2,51.0,Active,"USS Howard, FPO AE 53660",2024.0,2026-08-08 12:39:31.521
S000590,Darlene,Nelson,student590@edupredict.com,03908019168,Female,21,DEP005,Data Science,T00095,5,2.12,92.0,Active,"30859 April Park Suite 403, Lake Tinamouth, AZ 92571",2026.0,2026-08-08 12:39:31.522
S000591,Andrew,Roman,student591@edupredict.com,03860769183,Male,26,DEP008,Accounting,T00191,2,2.47,79.0,Active,"88400 Erin Mountain, Candacefurt, HI 06480",2025.0,2026-08-08 12:39:31.522
S000592,Brenda,Edwards,student592@edupredict.com,03150134164,Male,23,DEP020,Biology,T00203,4,3.93,52.0,Active,"4415 Lopez Knolls, Velasquezbury, NE 92211",2026.0,2026-08-08 12:39:31.523
S000593,John,Thornton,student593@edupredict.com,03976991058,Female,27,DEP007,Business Administration,T00124,5,3.17,76.0,Active,"366 Mclaughlin Isle, Monicaberg, IL 97033",2023.0,2026-08-08 12:39:31.524
S000594,Kevin,Garrett,student594@edupredict.com,03201872232,Female,19,DEP008,Accounting,T00063,1,2.31,74.0,Active,"22713 Riley Burg Suite 540, Thorntonmouth, AS 93173",2022.0,2026-08-08 12:39:31.525
S000595,William,Williamson,student595@edupredict.com,03495899122,Female,18,DEP016,Architecture,T00118,4,3.23,92.0,Active,"3176 Joel Rue Apt. 244, West Annfurt, SC 01083",2024.0,2026-08-08 12:39:31.526
S000596,Beth,Ferguson,student596@edupredict.com,03505333213,Female,23,DEP019,Chemistry,T00297,3,2.82,62.0,Active,"0065 French Drive Suite 602, West Cindy, AK 65034",2021.0,2026-08-08 12:39:31.527
S000597,Samuel,Wilson,student597@edupredict.com,03568189500,Male,18,DEP012,Management,T00056,3,3.49,66.0,Inactive,"74165 Amanda Row, Melanieshire, CA 91917",2022.0,2026-08-08 12:39:31.527
S000598,Nicholas,Garrett,student598@edupredict.com,03404704910,Female,18,DEP018,Physics,T00172,4,3.17,58.0,Active,"928 Valerie Causeway Apt. 268, Lake Audrey, MP 76479",2025.0,2026-08-08 12:39:31.528
S000599,Joseph,Chandler,student599@edupredict.com,03355412371,Female,27,DEP020,Biology,T00159,6,2.57,65.0,Active,"835 Hughes Garden, Jonesland, NV 45611",2025.0,2026-08-08 12:39:31.529
S000600,Michelle,King,student600@edupredict.com,03637949691,Female,25,DEP008,Accounting,T00122,8,2.2,53.0,Active,"89701 Love Cliff Apt. 360, Trujilloland, CT 89836",2021.0,2026-08-08 12:39:31.530
S000601,Amanda,Coffey,student601@edupredict.com,03142129117,Male,19,DEP007,Business Administration,T00188,2,2.89,95.0,Active,"409 Joseph Stravenue, Port Craigside, GA 96303",2025.0,2026-08-08 12:39:31.531
S000602,Mary,White,student602@edupredict.com,03387109312,Female,20,DEP008,Accounting,T00087,5,2.16,58.0,Inactive,"60564 Dennis Inlet Apt. 831, Beasleyville, OH 82006",2026.0,2026-08-08 12:39:31.532
S000603,Kimberly,Kelly,student603@edupredict.com,03489502150,Male,23,DEP016,Architecture,T00234,1,2.07,81.0,Inactive,"9568 Brian Spurs, South Mollystad, GA 80010",2023.0,2026-08-08 12:39:31.532
S000604,Christine,Hall,student604@edupredict.com,03663590636,Female,26,DEP008,Accounting,T00063,3,3.3,72.0,Active,"PSC 6319, Box 4946, APO AE 92595",2023.0,2026-08-08 12:39:31.533
S000605,Jorge,Hamilton,student605@edupredict.com,03617034741,Female,21,DEP004,Artificial Intelligence,T00281,5,2.71,96.0,Active,"8680 Porter Loop, Wongberg, OK 60258",2026.0,2026-08-08 12:39:31.533
S000606,Natasha,Norris,student606@edupredict.com,03179791433,Female,18,DEP013,Electrical Engineering,T00167,6,3.61,75.0,Active,"591 Kaitlyn Valley Apt. 794, Lake Whitneyville, MT 24520",2023.0,2026-08-08 12:39:31.535
S000607,Tammie,Hernandez,student607@edupredict.com,03456074192,Male,21,DEP002,Software Engineering,T00194,8,2.3,86.0,Inactive,"4286 Mcmillan Turnpike, Lake Holly, PA 49348",2024.0,2026-08-08 12:39:31.535
S000608,Abigail,Harris,student608@edupredict.com,03127508846,Male,21,DEP020,Biology,T00179,6,3.22,63.0,Active,"3886 Lisa Burg, Cantrellland, OH 42303",2023.0,2026-08-08 12:39:31.536
S000609,Darrell,Mcneil,student609@edupredict.com,03768432500,Female,21,DEP002,Software Engineering,T00062,8,2.81,82.0,Active,"15429 Alexander Wall, Kathrynfurt, AR 58580",2024.0,2026-08-08 12:39:31.537
S000610,Kelly,Moore,student610@edupredict.com,03204399150,Male,24,DEP003,Information Technology,T00135,7,3.51,89.0,Active,"6210 Lindsay Square, Fieldsfurt, CA 22055",2023.0,2026-08-08 12:39:31.537
S000611,Thomas,Villegas,student611@edupredict.com,03496750676,Female,21,DEP011,Marketing,T00038,1,2.11,92.0,Active,"6245 Jones Plain, East Darryl, MT 18215",2023.0,2026-08-08 12:39:31.538
S000612,Madison,Dennis,student612@edupredict.com,03150814487,Male,20,DEP010,Economics,T00249,1,3.15,87.0,Active,"1616 Farley Haven Apt. 434, Blanchardburgh, VA 80000",2026.0,2026-08-08 12:39:31.539
S000613,Brenda,Coleman,student613@edupredict.com,03239867023,Female,18,DEP003,Information Technology,T00051,5,3.89,61.0,Active,"7537 Michael Dam Apt. 063, Amybury, CA 16075",2025.0,2026-08-08 12:39:31.540
S000614,Corey,Young,student614@edupredict.com,03632901378,Female,21,DEP008,Accounting,T00186,3,3.02,90.0,Active,"41256 Macias Light, Wagnertown, ND 57584",2025.0,2026-08-08 12:39:31.541
S000615,Jerry,Howard,student615@edupredict.com,03135487013,Male,28,DEP020,Biology,T00023,3,2.12,76.0,Active,"7058 Samantha Inlet, Suarezville, NV 98931",2026.0,2026-08-08 12:39:31.543
S000616,Lori,Wilson,student616@edupredict.com,03325719080,Female,20,DEP014,Mechanical Engineering,T00219,8,3.32,51.0,Active,"077 Cantrell Walk, Desireeview, VT 21156",2024.0,2026-08-08 12:39:31.543
S000617,Jeffrey,Vega,student617@edupredict.com,03348271329,Male,21,DEP005,Data Science,T00006,3,2.52,80.0,Inactive,"196 Pamela Ridge Suite 489, Ryantown, NM 73840",2022.0,2026-08-08 12:39:31.544
S000618,Justin,Patrick,student618@edupredict.com,03105984508,Female,25,DEP018,Physics,T00154,6,3.72,61.0,Active,"PSC 8078, Box 3526, APO AA 52036",2026.0,2026-08-08 12:39:31.545
S000619,Lisa,Perez,student619@edupredict.com,03671281437,Male,27,DEP019,Chemistry,T00128,4,2.71,85.0,Active,"115 Williams Mount Suite 100, West Suefurt, AL 86234",2023.0,2026-08-08 12:39:31.545
S000620,Robert,Williams,student620@edupredict.com,03400582305,Female,25,DEP010,Economics,T00259,3,3.35,97.0,Active,"077 Ingram Brooks, Jeremyville, UT 75620",2025.0,2026-08-08 12:39:31.546
S000621,Ann,Davenport,student621@edupredict.com,03899545889,Male,26,DEP017,Mathematics,T00239,2,3.83,97.0,Active,"2916 Costa Forges, Andrewland, OR 66780",2026.0,2026-08-08 12:39:31.547
S000622,Dean,Gregory,student622@edupredict.com,03232940219,Male,18,DEP011,Marketing,T00011,4,3.53,100.0,Inactive,"8810 Wells Canyon, Ramosbury, PA 90975",2021.0,2026-08-08 12:39:31.548
S000623,Michele,Santana,student623@edupredict.com,03921699468,Female,28,DEP005,Data Science,T00095,3,2.1,97.0,Active,"477 Brian Flats, Port Jennifermouth, ME 36473",2024.0,2026-08-08 12:39:31.548
S000624,Sherri,Perkins,student624@edupredict.com,03263322409,Female,27,DEP005,Data Science,T00022,4,2.97,91.0,Active,"02928 Cobb Unions Apt. 413, Davisport, FL 12251",2024.0,2026-08-08 12:39:31.549
S000625,Carlos,Patton,student625@edupredict.com,03279453825,Female,22,DEP014,Mechanical Engineering,T00086,8,3.18,76.0,Active,"251 Wayne Cliff Apt. 671, Choihaven, GU 28859",2022.0,2026-08-08 12:39:31.550
S000626,Clinton,Davis,student626@edupredict.com,03273285606,Female,20,DEP002,Software Engineering,T00212,8,3.09,53.0,Active,"66008 Gentry Cliff, West Douglasfurt, OR 74369",2026.0,2026-08-08 12:39:31.551
S000627,Roy,Compton,student627@edupredict.com,03869618723,Female,27,DEP013,Electrical Engineering,T00273,5,2.53,71.0,Active,"USCGC Powers, FPO AP 34508",2022.0,2026-08-08 12:39:31.552
S000628,Chelsea,Clark,student628@edupredict.com,03962504639,Female,28,DEP008,Accounting,T00055,2,2.74,61.0,Active,"19157 Justin Rapid Apt. 206, Port Bradley, IN 69465",2021.0,2026-08-08 12:39:31.552
S000629,Daniel,Carey,student629@edupredict.com,03720032585,Female,24,DEP003,Information Technology,T00123,8,3.07,69.0,Active,"398 Simpson Roads Apt. 975, North Tracyburgh, NH 82890",2025.0,2026-08-08 12:39:31.553
S000630,Evelyn,Robinson,student630@edupredict.com,03592753084,Male,27,DEP015,Civil Engineering,T00106,4,3.45,80.0,Inactive,"53541 Jacqueline Isle, New William, AL 58193",2026.0,2026-08-08 12:39:31.554
S000631,Steven,Bradley,student631@edupredict.com,03674925183,Male,23,DEP012,Management,T00157,7,2.09,84.0,Active,"PSC 5229, Box 8041, APO AE 14558",2022.0,2026-08-08 12:39:31.554
S000632,Andre,Johnson,student632@edupredict.com,03177279319,Male,26,DEP011,Marketing,T00195,2,2.86,79.0,Active,"USCGC Burns, FPO AA 65229",2025.0,2026-08-08 12:39:31.555
S000633,Tina,Harris,student633@edupredict.com,03711802933,Female,22,DEP001,Computer Science,T00060,2,3.21,69.0,Active,"03837 Wyatt Way, North Bryan, NH 37212",2021.0,2026-08-08 12:39:31.555
S000634,Ashley,Jackson,student634@edupredict.com,03663817717,Female,20,DEP015,Civil Engineering,T00106,7,2.27,80.0,Active,"685 Vazquez Loaf Suite 324, Michaelberg, OH 31038",2024.0,2026-08-08 12:39:32.020
S000635,Jesse,Macias,student635@edupredict.com,03423475105,Male,24,DEP012,Management,T00180,8,3.48,81.0,Active,"88926 Brown Plain Suite 426, South Leroystad, IA 09918",2021.0,2026-08-08 12:39:32.021
S000636,Tabitha,King,student636@edupredict.com,03642433574,Male,22,DEP003,Information Technology,T00163,3,3.68,100.0,Active,"89641 Sarah Union Apt. 952, Port Jill, VA 79054",2024.0,2026-08-08 12:39:32.022
S000637,Charles,Barrett,student637@edupredict.com,03712658771,Female,24,DEP018,Physics,T00185,4,2.77,70.0,Active,"65484 Brian Circles, Burgessmouth, KS 87283",2026.0,2026-08-08 12:39:32.023
S000638,Robert,Johnson,student638@edupredict.com,03327824149,Male,26,DEP003,Information Technology,T00017,7,3.31,82.0,Active,"025 Jefferson Locks, Silvaview, PA 38547",2026.0,2026-08-08 12:39:32.024
S000639,Amy,Alexander,student639@edupredict.com,03971931522,Female,27,DEP006,Cyber Security,T00190,8,2.4,98.0,Active,"641 Caldwell Knoll Suite 126, South John, TX 55539",2026.0,2026-08-08 12:39:32.025
S000640,Charlotte,Shah,student640@edupredict.com,03171377681,Female,26,DEP015,Civil Engineering,T00106,3,3.42,100.0,Active,"12446 Owens Vista Suite 915, East Elizabethhaven, CT 45703",2024.0,2026-08-08 12:39:32.026
S000641,Travis,Simpson,student641@edupredict.com,03641173638,Male,22,DEP018,Physics,T00105,6,3.51,72.0,Active,"80666 Garcia Freeway Suite 645, North Erika, UT 26976",2021.0,2026-08-08 12:39:32.026
S000642,Jacqueline,Ingram,student642@edupredict.com,03168825059,Female,25,DEP001,Computer Science,T00165,7,3.61,78.0,Active,"98461 Kristie Heights Suite 790, West Jaredmouth, ME 78174",2024.0,2026-08-08 12:39:32.027
S000643,Preston,Jackson,student643@edupredict.com,03674757359,Male,21,DEP006,Cyber Security,T00031,1,3.84,74.0,Active,"6168 Colon Fall Suite 639, Spencerbury, NH 69023",2024.0,2026-08-08 12:39:32.028
S000644,Mark,Gibson,student644@edupredict.com,03790421102,Male,22,DEP008,Accounting,T00208,3,2.12,91.0,Active,"33186 Scott Orchard, Murphyfort, TN 96181",2024.0,2026-08-08 12:39:32.029
S000645,Eric,Cooper,student645@edupredict.com,03739807309,Male,19,DEP009,Finance,T00100,6,3.09,100.0,Active,"01529 Jackson Flats Apt. 091, Carriefort, AS 38365",2023.0,2026-08-08 12:39:32.029
S000646,Melissa,Wilkins,student646@edupredict.com,03706278063,Male,19,DEP020,Biology,T00179,1,2.15,70.0,Active,"29200 Wells Ways Suite 570, East Georgeborough, SD 01636",2021.0,2026-08-08 12:39:32.031
S000647,Robert,Navarro,student647@edupredict.com,03593735464,Male,27,DEP017,Mathematics,T00261,4,3.36,76.0,Active,"76918 Kevin Walks, South Antonio, SC 77210",2022.0,2026-08-08 12:39:32.031
S000648,Brandon,Velez,student648@edupredict.com,03652255098,Male,24,DEP006,Cyber Security,T00256,3,2.68,77.0,Inactive,"871 Humphrey Causeway, Meganfort, MN 71426",2026.0,2026-08-08 12:39:32.032
S000649,Jordan,Martinez,student649@edupredict.com,03397526507,Female,28,DEP020,Biology,T00019,4,2.37,66.0,Active,"Unit 3061 Box 2756, DPO AA 85760",2026.0,2026-08-08 12:39:32.032
S000650,Christian,Meyer,student650@edupredict.com,03534565547,Female,18,DEP012,Management,T00026,5,3.63,51.0,Inactive,"162 Ronald Square, Mcintoshside, NH 24303",2021.0,2026-08-08 12:39:32.033
S000651,Sean,Strong,student651@edupredict.com,03520083318,Female,25,DEP001,Computer Science,T00060,4,2.38,84.0,Active,"5269 Thomas Junction Suite 571, Erichaven, TX 31193",2021.0,2026-08-08 12:39:32.034
